Year,Value,Units
2015,0.94,Porcentaje
2016,0.93,Porcentaje
2017,0.93,Porcentaje
2018,0.92,Porcentaje
2019,0.95,Porcentaje
2020,1.18,Porcentaje
2021,1.13,Porcentaje
2022,1.13,Porcentaje
2023,1.53,Porcentaje
2024,1.91,Porcentaje
